Filename,countCatchAndReturnNull,countOverCatch,countCatchAndDoNothing,countNestedTryBlock,countGetCause,countKitchenSink,countDestructiveWrapping,countOverCatchAndAbort,countCatchGeneric,countInterruptedException,countIncompleteImplementation,countDummyHandler
Employee.java,0,0,0,0,0,0,0,0,1,0,0,0
ExclusiveDependent.java,0,0,0,0,0,0,0,0,1,0,0,0
Customer.java,0,0,0,0,0,0,0,0,1,0,0,0
CustomerInventory.java,0,0,0,0,0,0,0,0,1,0,0,0
CustomerInventoryPK.java,0,0,0,0,0,0,0,0,1,0,0,0
IdMapManyToOneSpecjTest.java,0,0,0,0,0,0,0,0,1,0,0,0
Item.java,0,0,0,0,0,0,0,0,1,0,0,0
CompositeKeyDeleteTest.java,0,0,0,0,0,0,0,0,1,0,0,0
CustomerInventoryTwo.java,0,0,0,0,0,0,0,0,1,0,0,0
CustomerInventoryTwoPK.java,0,0,0,0,0,0,0,0,1,0,0,0
CustomerTwo.java,0,0,0,0,0,0,0,0,1,0,0,0
Customer.java,0,0,0,0,0,0,0,0,1,0,0,0
CustomerInventory.java,0,0,0,0,0,0,0,0,1,0,0,0
CustomerInventoryPK.java,0,0,0,0,0,0,0,0,1,0,0,0
IdClassGeneratedValueManyToOneTest.java,0,0,0,0,0,0,0,0,1,0,0,0
Item.java,0,0,0,0,0,0,0,0,1,0,0,0
Dependent.java,0,0,0,0,0,0,0,0,1,0,0,0
DerivedIdentitySimpleParentEmbeddedDepTest.java,0,0,0,0,0,0,0,0,1,0,0,0
Employee.java,0,0,0,0,0,0,0,0,1,0,0,0
Dependent.java,0,0,0,0,0,0,0,0,1,0,0,0
DependentId.java,0,0,0,0,0,0,0,0,1,0,0,0
DerivedIdentityIdClassParentIdClassDepTest.java,0,0,0,0,0,0,0,0,1,0,0,0
Employee.java,0,0,0,0,0,0,0,0,1,0,0,0
EmployeeId.java,0,0,0,0,0,0,0,0,1,0,0,0
Dependent.java,0,0,0,0,0,0,0,0,1,0,0,0
DependentId.java,0,0,0,0,0,0,0,0,1,0,0,0
DerivedIdentityIdClassParentEmbeddedIdDepTest.java,0,0,0,0,0,0,0,0,1,0,0,0
Employee.java,0,0,0,0,0,0,0,0,1,0,0,0
EmployeeId.java,0,0,0,0,0,0,0,0,1,0,0,0
Dependent.java,0,0,0,0,0,0,0,0,1,0,0,0
DependentId.java,0,0,0,0,0,0,0,0,1,0,0,0
DerivedIdentityEmbeddedIdParentIdClassTest.java,0,0,0,0,0,0,0,0,1,0,0,0
Employee.java,0,0,0,0,0,0,0,0,1,0,0,0
EmployeeId.java,0,0,0,0,0,0,0,0,1,0,0,0
Dependent.java,0,0,0,0,0,0,0,0,1,0,0,0
DependentId.java,0,0,0,0,0,0,0,0,1,0,0,0
DerivedIdentityEmbeddedIdParentEmbeddedIdDepTest.java,0,0,0,0,0,0,0,0,1,0,0,0
Employee.java,0,0,0,0,0,0,0,0,1,0,0,0
EmployeeId.java,0,0,0,0,0,0,0,0,1,0,0,0
Dependent.java,0,0,0,0,0,0,0,0,1,0,0,0
DependentId.java,0,0,0,0,0,0,0,0,1,0,0,0
DerivedIdentityEmbeddedIdParentEmbeddedIdGrandparentEmbeddedIdDepTest.java,0,0,0,0,0,0,0,0,1,0,0,0
Employee.java,0,0,0,0,0,0,0,0,1,0,0,0
EmployeeId.java,0,0,0,0,0,0,0,0,1,0,0,0
Policy.java,0,0,0,0,0,0,0,0,1,0,0,0
PolicyId.java,0,0,0,0,0,0,0,0,1,0,0,0
Dependent.java,0,0,0,0,0,0,0,0,1,0,0,0
DependentId.java,0,0,0,0,0,0,0,0,1,0,0,0
DerivedIdentityEmbeddedIdParentEmbeddedIdGrandparentEmbeddedIdColumnOverridesDepTest.java,0,0,0,0,0,0,0,0,1,0,0,0
Employee.java,0,0,0,0,0,0,0,0,1,0,0,0
EmployeeId.java,0,0,0,0,0,0,0,0,1,0,0,0
Policy.java,0,0,0,0,0,0,0,0,1,0,0,0
PolicyId.java,0,0,0,0,0,0,0,0,1,0,0,0
DerivedIdentitySimpleParentSimpleDepTest.java,0,0,0,0,0,0,0,0,1,0,0,0
FinancialHistory.java,0,0,0,0,0,0,0,0,1,0,0,0
MedicalHistory.java,0,0,0,0,0,0,0,0,1,0,0,0
Person.java,0,0,0,0,0,0,0,0,1,0,0,0
Simple.java,0,0,0,0,0,0,0,0,1,0,0,0
DerivedIdentitySimpleParentSimpleDepMapsIdTest.java,0,0,0,0,0,0,0,0,1,0,0,0
FinancialHistory.java,0,0,0,0,0,0,0,0,1,0,0,0
MedicalHistory.java,0,0,0,0,0,0,0,0,1,0,0,0
Person.java,0,0,0,0,0,0,0,0,1,0,0,0
DerivedIdentityIdClassParentSameIdTypeIdClassDepTest.java,0,0,0,0,0,0,0,0,1,0,0,0
MedicalHistory.java,0,0,0,0,0,0,0,0,1,0,0,0
Person.java,0,0,0,0,0,0,0,0,1,0,0,0
PersonId.java,0,0,0,0,0,0,0,0,1,0,0,0
DerivedIdentityIdClassParentSameIdTypeEmbeddedIdDepTest.java,0,0,0,0,0,0,0,0,1,0,0,0
MedicalHistory.java,0,0,0,0,0,0,0,0,1,0,0,0
Person.java,0,0,0,0,0,0,0,0,1,0,0,0
PersonId.java,0,0,0,0,0,0,0,0,1,0,0,0
ForeignGeneratorViaMapsIdTest.java,0,0,0,0,0,0,0,0,1,0,0,0
MedicalHistory.java,0,0,0,0,0,0,0,0,1,0,0,0
Person.java,0,0,0,0,0,0,0,0,1,0,0,0
DerivedIdentityEmbeddedIdParentSameIdTypeIdClassDepTest.java,0,0,0,0,0,0,0,0,1,0,0,0
MedicalHistory.java,0,0,0,0,0,0,0,0,1,0,0,0
Person.java,0,0,0,0,0,0,0,0,1,0,0,0
PersonId.java,0,0,0,0,0,0,0,0,1,0,0,0
DerivedIdentityEmbeddedIdParentSameIdTypeEmbeddedIdDepTest.java,0,0,0,0,0,0,0,0,1,0,0,0
MedicalHistory.java,0,0,0,0,0,0,0,0,1,0,0,0
Person.java,0,0,0,0,0,0,0,0,1,0,0,0
PersonId.java,0,0,0,0,0,0,0,0,1,0,0,0
Employee.java,0,0,0,0,0,0,0,0,1,0,0,0
Employer.java,0,0,0,0,0,0,0,0,1,0,0,0
EmployerId.java,0,0,0,0,0,0,0,0,1,0,0,0
MedicalHistory.java,0,0,0,0,0,0,0,0,1,0,0,0
Person.java,0,0,0,0,0,0,0,0,1,0,0,0
Discount.java,0,0,0,0,0,0,0,0,1,0,0,0
DuplicateTest.java,0,0,1,0,0,0,0,0,0,0,0,0
Flight.java,0,0,1,0,0,0,0,0,0,0,0,0
DollarValue.java,0,0,1,0,0,0,0,0,0,0,0,0
DollarValueUserType.java,0,0,1,0,0,0,0,0,0,0,0,0
EmbeddableIntegratorTest.java,0,0,0,0,1,0,0,0,1,0,0,0
Investment.java,0,0,0,0,1,0,0,0,1,0,0,0
Investor.java,0,0,0,0,1,0,0,0,1,0,0,0
InvestorTypeContributor.java,0,0,0,0,0,0,0,0,1,0,0,0
MyDate.java,0,0,0,0,0,0,0,0,1,0,0,0
MyDateUserType.java,0,0,0,0,0,0,0,0,1,0,0,0
Customer.java,0,0,0,0,0,0,0,0,1,0,0,0
Customer.java,0,0,0,0,0,0,0,0,1,0,0,0
FieldAccessedNestedEmbeddableMetadataTest.java,0,0,0,0,0,0,0,0,1,0,0,0
Investment.java,0,0,0,0,0,0,0,0,1,0,0,0
MonetaryAmount.java,0,0,0,0,0,0,0,0,1,0,0,0
Investment.java,0,0,0,0,0,0,0,0,1,0,0,0
MonetaryAmount.java,0,0,0,0,0,0,0,0,1,0,0,0
NestedEmbeddableMetadataTest.java,0,0,0,0,0,0,0,0,1,0,0,0
Address.java,0,0,0,0,0,0,0,0,1,0,0,0
AddressType.java,0,0,0,0,0,0,0,0,1,0,0,0
Book.java,0,0,0,0,0,0,0,0,1,0,0,0
CorpType.java,0,0,0,0,0,0,0,0,1,0,0,0
Country.java,0,0,0,0,0,0,0,0,1,0,0,0
Deal.java,0,0,0,0,0,0,0,0,1,0,0,0
EmbeddableA.java,0,0,0,0,0,0,0,0,1,0,0,0
EmbeddableB.java,0,0,0,0,0,0,0,0,1,0,0,0
EmbeddedTest.java,0,0,0,0,0,0,0,0,10,0,0,0
EntityWithNestedEmbeddables.java,0,0,0,0,0,0,0,0,10,0,0,0
FavoriteThings.java,0,0,0,0,0,0,0,0,10,0,0,0
FixedLeg.java,0,0,0,0,0,0,0,0,10,0,0,0
FloatLeg.java,0,0,0,0,0,0,0,0,10,0,0,0
InternetFavorites.java,0,0,0,0,0,0,0,0,10,0,0,0
InternetProvider.java,0,0,0,0,0,0,0,0,10,0,0,0
Leg.java,0,0,0,0,0,0,0,0,10,0,0,0
LegalStructure.java,0,0,0,0,0,0,0,0,10,0,0,0
Manager.java,0,0,0,0,0,0,0,0,10,0,0,0
Address.java,0,0,0,0,0,0,0,0,10,0,0,0
Country.java,0,0,0,0,0,0,0,0,10,0,0,0
EmbeddableWithMany2OneTest.java,0,0,0,0,0,0,0,0,10,0,0,0
Person.java,0,0,0,0,0,0,0,0,10,0,0,0
Nationality.java,0,0,0,0,0,0,0,0,10,0,0,0
NestedEmbeddableAttributeOverrideTest.java,0,0,0,0,0,0,0,0,10,0,0,0
NotonialDeal.java,0,0,0,0,0,0,0,0,10,0,0,0
Alias.java,0,0,0,0,0,0,0,0,10,0,0,0
EmbeddableWithOne2ManyTest.java,0,0,0,0,0,0,0,0,10,0,0,0
Name.java,0,0,0,0,0,0,0,0,10,0,0,0
Person.java,0,0,0,0,0,0,0,0,10,0,0,0
PersonName.java,0,0,0,0,0,0,0,0,10,0,0,0
Person.java,0,0,0,0,0,0,0,0,10,0,0,0
RegionalArticle.java,0,0,0,0,0,0,0,0,10,0,0,0
RegionalArticlePk.java,0,0,0,0,0,0,0,0,10,0,0,0
SpreadDeal.java,0,0,0,0,0,0,0,0,10,0,0,0
Summary.java,0,0,0,0,0,0,0,0,10,0,0,0
Swap.java,0,0,0,0,0,0,0,0,10,0,0,0
URLFavorite.java,0,0,0,0,0,0,0,0,10,0,0,0
VanillaSwap.java,0,0,0,0,0,0,0,0,10,0,0,0
WealthyPerson.java,0,0,0,0,0,0,0,0,10,0,0,0
Father.java,0,0,0,0,0,0,0,0,10,0,0,0
Mother.java,0,0,0,0,0,0,0,0,10,0,0,0
Son.java,0,0,0,0,0,0,0,0,10,0,0,0
UnidirCollectionWithMultipleOwnerTest.java,0,0,0,0,0,0,0,0,10,0,0,0
Address.java,0,0,0,0,0,0,0,0,10,0,0,0
BasicHibernateAnnotationsTest.java,0,0,0,0,0,0,0,0,0,0,0,0
Bid.java,0,0,0,0,0,0,0,0,0,0,0,0
Car.java,0,0,0,0,0,0,0,0,0,0,0,0
CasterStringType.java,0,0,0,0,0,0,0,0,0,0,0,0
CommunityBid.java,0,0,0,0,0,0,0,0,0,0,0,0
ContactDetails.java,0,0,0,0,0,0,0,0,0,0,0,0
Country.java,0,0,0,0,0,0,0,0,0,0,0,0
Doctor.java,0,0,0,0,0,0,0,0,0,0,0,0
Drill.java,0,0,0,0,0,0,0,0,0,0,0,0
FirstName.java,0,0,0,0,0,0,0,0,0,0,0,0
Flight.java,0,0,0,0,0,0,0,0,0,0,0,0
Forest.java,0,0,0,0,0,0,0,0,0,0,0,0
Forest2.java,0,0,0,0,0,0,0,0,0,0,0,0
FormalLastName.java,0,0,0,0,0,0,0,0,0,0,0,0
HibernateAnnotationMappingTest.java,0,0,0,0,0,0,0,0,0,0,0,0
Java5FeaturesTest.java,0,0,0,0,0,0,0,0,0,0,0,0
LastName.java,0,0,0,0,0,0,0,0,0,0,0,0
Length.java,0,0,0,0,0,0,0,0,0,0,0,0
LocalContactDetails.java,0,0,0,0,0,0,0,0,0,0,0,0
MonetaryAmount.java,0,0,0,0,0,0,0,0,0,0,0,0
MonetaryAmountUserType.java,0,0,0,0,0,0,0,0,0,0,0,0
Month.java,0,0,0,0,0,0,0,0,0,0,0,0
Name.java,0,0,0,0,0,0,0,0,0,0,0,0
Narrative.java,0,0,0,0,0,0,0,0,0,0,0,0
NewCustomEntityMappingAnnotationsTest.java,0,0,0,0,0,0,0,0,0,0,0,0
OverseasPhoneNumber.java,0,0,0,0,0,0,0,0,0,0,0,0
package-info.java,0,0,0,0,0,0,0,0,0,0,0,0
Peugot.java,0,0,0,0,0,0,0,0,0,0,0,0
PhoneNumber.java,0,0,0,0,0,0,0,0,0,0,0,0
PhoneNumberType.java,0,0,0,0,0,0,0,0,0,0,0,0
Player.java,0,0,0,0,0,0,0,0,0,0,0,0
PowerDrill.java,0,0,0,0,0,0,0,0,0,0,0,0
PropertyDefaultMappingsTest.java,0,0,0,0,0,0,0,0,0,0,0,0
Race.java,0,0,0,0,0,0,0,0,0,0,0,0
Ransom.java,0,0,0,0,0,0,0,0,0,0,0,0
SoccerTeam.java,0,0,0,0,0,0,0,0,0,0,0,0
Starred.java,0,0,0,0,0,0,0,0,0,0,0,0
Tool.java,0,0,0,0,0,0,0,0,0,0,0,0
Topic.java,0,0,0,0,0,0,0,0,0,0,0,0
Tree.java,0,0,0,0,0,0,0,0,0,0,0,0
WashingMachine.java,0,0,0,0,0,0,0,0,0,0,0,0
Widget.java,0,0,0,0,0,0,0,0,0,0,0,0
ZipCode.java,0,0,0,0,0,0,0,0,0,0,0,0
Author.java,0,0,0,0,0,0,0,0,0,0,0,0
Book.java,0,0,0,0,0,0,0,0,0,0,0,0
OrmXmlParseTest.java,0,0,0,0,0,0,0,0,0,0,0,0
package-info.java,0,0,0,0,0,0,0,0,0,0,0,0
Cellular.java,0,0,0,0,0,0,0,0,0,0,0,0
Communication.java,0,0,0,0,0,0,0,0,0,0,0,0
EntityNonEntityTest.java,0,0,4,0,0,0,0,0,0,0,0,0
GSM.java,0,0,4,0,0,0,0,0,0,0,0,0
Interaction.java,0,0,4,0,0,0,0,0,0,0,0,0
Phone.java,0,0,4,0,0,0,0,0,0,0,0,0
Voice.java,0,0,4,0,0,0,0,0,0,0,0,0
EntityTest.java,0,0,2,0,2,0,0,0,1,0,0,0
EntityMapEnum.java,0,0,2,0,2,0,0,0,1,0,0,0
MapKeyCustomEnumTypeTest.java,0,0,2,0,0,0,0,0,1,0,0,0
FirstLetterType.java,0,0,2,0,0,0,0,0,1,0,0,0
LastNumberType.java,0,0,2,0,0,0,0,0,1,0,0,0
EntityEnum.java,0,0,2,0,0,0,0,0,1,0,0,0
EnumeratedSmokeTest.java,0,0,2,0,0,0,0,0,1,0,0,0
EnumeratedTypeTest.java,0,0,2,0,0,0,0,0,1,0,0,0
Common.java,0,0,2,0,0,0,0,0,1,0,0,0
FirstLetter.java,0,0,2,0,0,0,0,0,1,0,0,0
LastNumber.java,0,0,2,0,0,0,0,0,1,0,0,0
Trimmed.java,0,0,2,0,0,0,0,0,1,0,0,0
MapKeyEnumeratedTest.java,0,0,2,0,0,0,0,0,1,0,0,0
SocialNetwork.java,0,0,2,0,0,0,0,0,1,0,0,0
SocialNetworkProfile.java,0,0,2,0,0,0,0,0,1,0,0,0
User.java,0,0,2,0,0,0,0,0,1,0,0,0
EnumeratedWithMappedSuperclassTest.java,0,0,2,0,0,0,0,0,1,0,0,0
Binding.java,0,0,2,0,0,0,0,0,1,0,0,0
BookWithOrmEnum.java,0,0,2,0,0,0,0,0,1,0,0,0
OrmXmlEnumTypeTest.java,0,0,2,0,0,0,0,0,1,0,0,0
Ferry.java,0,0,2,0,0,0,0,0,1,0,0,0
Branch.java,0,0,2,0,0,0,0,0,1,0,0,0
FetchingTest.java,0,0,2,0,0,0,0,0,1,0,0,0
Leaf.java,0,0,2,0,0,0,0,0,1,0,0,0
Person.java,0,0,2,0,0,0,0,0,1,0,0,0
Stay.java,0,0,2,0,0,0,0,0,1,0,0,0
Country.java,0,0,2,0,0,0,0,0,1,0,0,0
Customer.java,0,0,2,0,0,0,0,0,1,0,0,0
Customer2.java,0,0,2,0,0,0,0,0,1,0,0,0
Customer3.java,0,0,2,0,0,0,0,0,1,0,0,0
Customer4.java,0,0,2,0,0,0,0,0,1,0,0,0
Customer5.java,0,0,2,0,0,0,0,0,1,0,0,0
FetchProfileTest.java,0,0,0,0,0,0,0,0,0,0,0,0
MoreFetchProfileTest.java,0,0,0,0,0,0,0,0,0,0,0,0
Order.java,0,0,0,0,0,0,0,0,0,0,0,0
package-info.java,0,0,0,0,0,0,0,0,0,0,0,0
SupportTickets.java,0,0,0,0,0,0,0,0,0,0,0,0
SecondaryTableTest.java,0,0,0,0,0,0,0,0,1,0,0,0
User.java,0,0,0,0,0,0,0,0,1,0,0,0
Animal.java,0,0,0,0,0,0,0,0,1,0,0,0
Club.java,0,0,0,0,0,0,0,0,1,0,0,0
Human.java,0,0,0,0,0,0,0,0,1,0,0,0
JoinedSubClassTest.java,0,0,0,0,0,0,0,0,1,0,0,0
Mammal.java,0,0,0,0,0,0,0,0,1,0,0,0
Animal.java,0,0,0,0,0,0,0,0,1,0,0,0
FilterInheritanceTest.java,0,0,0,0,0,0,0,0,1,0,0,0
Human.java,0,0,0,0,0,0,0,0,1,0,0,0
Mammal.java,0,0,0,0,0,0,0,0,1,0,0,0
Animal.java,0,0,0,0,0,0,0,0,1,0,0,0
Human.java,0,0,0,0,0,0,0,0,1,0,0,0
Mammal.java,0,0,0,0,0,0,0,0,1,0,0,0
SingleTableTest.java,0,0,0,0,0,0,0,0,1,0,0,0
SubClassTest.java,0,0,0,0,0,0,0,0,1,0,0,0
Animal.java,0,0,0,0,0,0,0,0,1,0,0,0
Human.java,0,0,0,0,0,0,0,0,1,0,0,0
Mammal.java,0,0,0,0,0,0,0,0,1,0,0,0
TablePerClassTest.java,0,0,0,0,0,0,0,0,1,0,0,0
A.java,0,0,0,0,0,0,0,0,1,0,0,0
A_PK.java,0,0,0,0,0,0,0,0,1,0,0,0
B.java,0,0,0,0,0,0,0,0,1,0,0,0
C.java,0,0,0,0,0,0,0,0,1,0,0,0
ClassA.java,0,0,0,0,0,0,0,0,1,0,0,0
ClassB.java,0,0,0,0,0,0,0,0,1,0,0,0
ClassC.java,0,0,0,0,0,0,0,0,1,0,0,0
ClassD.java,0,0,0,0,0,0,0,0,1,0,0,0
D.java,0,0,0,0,0,0,0,0,1,0,0,0
D_PK.java,0,0,0,0,0,0,0,0,1,0,0,0
FkCircularityTest.java,0,0,0,0,0,0,0,0,1,0,0,0
Flight.java,0,0,0,0,0,0,0,0,1,0,0,0
FlyingObject.java,0,0,0,0,0,0,0,0,1,0,0,0
FormulaWithColumnTypesTest.java,0,0,0,0,0,0,0,0,1,0,0,0
FormulaWithPartitionByTest.java,0,0,0,0,0,0,0,0,1,0,0,0
JoinColumnOrFormulaTest.java,0,0,0,0,0,0,0,0,1,0,0,0
Classes.java,0,0,0,0,0,0,0,0,1,0,0,0
DNA.java,0,0,0,0,0,0,0,0,1,0,0,0
Dummy.java,0,0,0,0,0,0,0,0,1,0,0,0
EmbeddedGenericsTest.java,0,0,0,0,0,0,0,0,1,0,0,0
Gene.java,0,0,0,0,0,0,0,0,1,0,0,0
GenericsTest.java,0,0,0,0,0,0,0,0,1,0,0,0
Item.java,0,0,0,0,0,0,0,0,1,0,0,0
Paper.java,0,0,0,0,0,0,0,0,1,0,0,0
PaperType.java,0,0,0,0,0,0,0,0,1,0,0,0
Price.java,0,0,0,0,0,0,0,0,1,0,0,0
PricedStuff.java,0,0,0,0,0,0,0,0,1,0,0,0
SomeGuy.java,0,0,0,0,0,0,0,0,1,0,0,0
State.java,0,0,0,0,0,0,0,0,1,0,0,0
StateType.java,0,0,0,0,0,0,0,0,1,0,0,0
Stuff.java,0,0,0,0,0,0,0,0,1,0,0,0
UnresolvedTypeTest.java,0,0,0,0,0,0,0,0,1,0,0,0
WildEntity.java,0,0,0,0,0,0,0,0,1,0,0,0
Child.java,0,0,0,0,0,0,0,0,1,0,0,0
ChildHierarchy1.java,0,0,0,0,0,0,0,0,1,0,0,0
ChildHierarchy2.java,0,0,0,0,0,0,0,0,1,0,0,0
ChildHierarchy22.java,0,0,0,0,0,0,0,0,1,0,0,0
GenericsInheritanceTest.java,0,0,0,0,0,0,0,0,1,0,0,0
Parent.java,0,0,0,0,0,0,0,0,1,0,0,0
ParentHierarchy1.java,0,0,0,0,0,0,0,0,1,0,0,0
ParentHierarchy2.java,0,0,0,0,0,0,0,0,1,0,0,0
ParentHierarchy22.java,0,0,0,0,0,0,0,0,1,0,0,0
AndFormulaTest.java,0,0,0,0,0,0,0,0,0,0,0,0
Ball.java,0,0,0,0,0,0,0,0,0,0,0,0
BreakDance.java,0,0,0,0,0,0,0,0,0,0,0,0
Bunny.java,0,0,0,0,0,0,0,0,0,0,0,0
Computer.java,0,0,0,0,0,0,0,0,0,0,0,0
Department.java,0,0,0,0,0,0,0,0,0,0,0,0
Dog.java,0,0,0,0,0,0,0,0,0,0,0,0
FirTree.java,0,0,0,0,0,0,0,0,0,0,0,0
Footballer.java,0,0,0,0,0,0,0,0,0,0,0,0
FootballerPk.java,0,0,0,0,0,0,0,0,0,0,0,0
Furniture.java,0,0,0,0,0,0,0,0,0,0,0,0
GoalKeeper.java,0,0,0,0,0,0,0,0,0,0,0,0
Home.java,0,0,0,0,0,0,0,0,0,0,0,0
Hotel.java,0,0,0,0,0,0,0,0,0,0,0,0
Location.java,0,0,0,0,0,0,0,0,0,0,0,0
MilitaryBuilding.java,0,0,0,0,0,0,0,0,0,0,0,0
Monkey.java,0,0,0,0,0,0,0,0,0,0,0,0
Phone.java,0,0,0,0,0,0,0,0,0,0,0,0
Planet.java,0,0,0,0,0,0,0,0,0,0,0,0
PlanetCheatSheet.java,0,0,0,0,0,0,0,0,0,0,0,0
PointyTooth.java,0,0,0,0,0,0,0,0,0,0,0,0
Shoe.java,0,0,0,0,0,0,0,0,0,0,0,0
SoundSystem.java,0,0,0,0,0,0,0,0,0,0,0,0
Store.java,0,0,0,0,0,0,0,0,0,0,0,0
Tower.java,0,0,0,0,0,0,0,0,0,0,0,0
Tree.java,0,0,0,0,0,0,0,0,0,0,0,0
TwinkleToes.java,0,0,0,0,0,0,0,0,0,0,0,0
EnumIdTest.java,0,0,0,0,0,0,0,0,0,0,0,0
AutoEntity.java,0,0,0,0,0,0,0,0,0,0,0,0
CompleteSequenceEntity.java,0,0,0,0,0,0,0,0,0,0,0,0
DedicatedSequenceEntity1.java,0,0,0,0,0,0,0,0,0,0,0,0
DedicatedSequenceEntity2.java,0,0,0,0,0,0,0,0,0,0,0,0
MinimalSequenceEntity.java,0,0,0,0,0,0,0,0,0,0,0,0
MinimalTableEntity.java,0,0,0,0,0,0,0,0,0,0,0,0
NewGeneratorMappingsTest.java,0,0,0,0,0,0,0,0,0,0,0,0
package-info.java,0,0,0,0,0,0,0,0,0,0,0,0
IdClassTest.java,0,0,0,0,0,0,0,0,0,0,0,0
IdTest.java,0,0,0,0,0,0,0,0,0,0,0,0
JoinColumnOverrideTest.java,0,0,0,0,0,0,0,0,0,0,0,0
package-info.java,0,0,0,0,0,0,0,0,0,0,0,0
Ball.java,0,0,0,0,0,0,0,0,0,0,0,0
BreakDance.java,0,0,0,0,0,0,0,0,0,0,0,0
Bunny.java,0,0,0,0,0,0,0,0,0,0,0,0
Computer.java,0,0,0,0,0,0,0,0,0,0,0,0
Department.java,0,0,0,0,0,0,0,0,0,0,0,0
Dog.java,0,0,0,0,0,0,0,0,0,0,0,0
FirTree.java,0,0,0,0,0,0,0,0,0,0,0,0
Footballer.java,0,0,0,0,0,0,0,0,0,0,0,0
FootballerPk.java,0,0,0,0,0,0,0,0,0,0,0,0
Furniture.java,0,0,0,0,0,0,0,0,0,0,0,0
GoalKeeper.java,0,0,0,0,0,0,0,0,0,0,0,0
HibernateSequenceEntity.java,0,0,0,0,0,0,0,0,0,0,0,0
Home.java,0,0,0,0,0,0,0,0,0,0,0,0
Location.java,0,0,0,0,0,0,0,0,0,0,0,0
MilitaryBuilding.java,0,0,0,0,0,0,0,0,0,0,0,0
Monkey.java,0,0,0,0,0,0,0,0,0,0,0,0
Phone.java,0,0,0,0,0,0,0,0,0,0,0,0
Planet.java,0,0,0,0,0,0,0,0,0,0,0,0
PlanetCheatSheet.java,0,0,0,0,0,0,0,0,0,0,0,0
PointyTooth.java,0,0,0,0,0,0,0,0,0,0,0,0
Shoe.java,0,0,0,0,0,0,0,0,0,0,0,0
SoundSystem.java,0,0,0,0,0,0,0,0,0,0,0,0
Store.java,0,0,0,0,0,0,0,0,0,0,0,0
Tower.java,0,0,0,0,0,0,0,0,0,0,0,0
Tree.java,0,0,0,0,0,0,0,0,0,0,0,0
TwinkleToes.java,0,0,0,0,0,0,0,0,0,0,0,0
EnumIdTest.java,0,0,0,0,0,0,0,0,0,0,0,0
HibernateSequenceTest.java,0,0,0,0,0,0,0,0,0,0,0,0
IdClassTest.java,0,0,0,0,0,0,0,0,0,0,0,0
IdTest.java,0,0,0,0,0,0,0,0,0,0,0,0
JoinColumnOverrideTest.java,0,0,0,0,0,0,0,0,0,0,0,0
package-info.java,0,0,0,0,0,0,0,0,0,0,0,0
UUIDGenerator.java,0,0,0,0,0,0,0,0,0,0,0,0
UUIDGenerator.java,0,0,0,0,0,0,0,0,0,0,0,0
DomainAdmin.java,0,0,0,0,0,0,0,0,0,0,0,0
DomainAdminId.java,0,0,0,0,0,0,0,0,0,0,0,0
IdClassCompositePKTest.java,0,0,0,0,0,0,0,0,0,0,0,0
HabitatSpeciesLink.java,0,0,0,0,0,0,0,0,0,0,0,0
IdClassXmlTest.java,0,0,0,0,0,0,0,0,0,0,0,0
IdClassGeneratedValueTest.java,0,0,0,0,0,0,0,0,0,0,0,0
Multiple.java,0,0,0,0,0,0,0,0,0,0,0,0
MultiplePK.java,0,0,0,0,0,0,0,0,0,0,0,0
Simple.java,0,0,0,0,0,0,0,0,0,0,0,0
Simple2.java,0,0,0,0,0,0,0,0,0,0,0,0
SimplePK.java,0,0,0,0,0,0,0,0,0,0,0,0
IdentifierCollectionTest.java,0,0,0,0,0,0,0,0,0,0,0,0
Passport.java,0,0,0,0,0,0,0,0,0,0,0,0
Stamp.java,0,0,0,0,0,0,0,0,0,0,0,0
A.java,0,0,0,0,0,0,0,0,0,0,0,0
Acces.java,0,0,0,0,0,0,0,0,0,0,0,0
AlphabeticalIdManyToOneTest.java,0,0,0,0,0,0,0,0,0,0,0,0
AlphabeticalManyToOneTest.java,0,0,0,0,0,0,0,0,0,0,0,0
B.java,0,0,0,0,0,0,0,0,0,0,0,0
Benefserv.java,0,0,0,0,0,0,0,0,0,0,0,0
BId.java,0,0,0,0,0,0,0,0,0,0,0,0
C.java,0,0,0,0,0,0,0,0,0,0,0,0
CId.java,0,0,0,0,0,0,0,0,0,0,0,0
Droitacces.java,0,0,0,0,0,0,0,0,0,0,0,0
Service.java,0,0,0,0,0,0,0,0,0,0,0,0
BasketItems.java,0,0,0,0,0,0,0,0,0,0,0,0
BasketItemsPK.java,0,0,0,0,0,0,0,0,0,0,0,0
Card.java,0,0,0,0,0,0,0,0,0,0,0,0
CardField.java,0,0,0,0,0,0,0,0,0,0,0,0
CardKey.java,0,0,0,0,0,0,0,0,0,0,0,0
Course.java,0,0,0,0,0,0,0,0,0,0,0,0
CourseStudent.java,0,0,0,0,0,0,0,0,0,0,0,0
Customer.java,0,0,0,0,0,0,0,0,0,0,0,0
Customers.java,0,0,0,0,0,0,0,0,0,0,0,0
IdManyToOneTest.java,0,0,0,0,0,0,0,0,0,0,0,0
Project.java,0,0,0,0,0,0,0,0,0,0,0,0
ShoppingBaskets.java,0,0,0,0,0,0,0,0,0,0,0,0
ShoppingBasketsPK.java,0,0,0,0,0,0,0,0,0,0,0,0
Store.java,0,0,0,0,0,0,0,0,0,0,0,0
